Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score,Confidence_Rating,System_Evaluation
PhiTech42,E-commerce,Franchise,Small,717344,404,9,A cutting-edge Franchise service targeting small enterprises.,92.65,1,0.19,0.19,0.19,0.19,0.19,7.45,92.65,Very Strong Potential
IlluminateCloud20,Entertainment,Subscription,Medium,63649,2,0,An innovative Subscription platform serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.46,95.0,Very Strong Potential
ApexPartners30,Finance,Subscription,Medium,17851,128,13,A next-generation Subscription infrastructure serving medium market needs.,93.05,1,0.54,0.54,0.54,0.54,0.54,7.21,93.05,Very Strong Potential
EtaKinetic77,Technology,Marketplace,Medium,233458,7,1,A cutting-edge Marketplace ecosystem targeting medium enterprises.,92.7,1,0.0,0.0,0.0,0.0,0.0,6.55,92.7,Very Strong Potential
PioneerAI93,Technology,B2G,Medium,907738,14,6,An AI-powered B2G toolkit serving medium market needs.,95.0,1,1.42,1.42,1.42,1.42,1.42,5.71,95.0,Very Strong Potential
ApexWorks42,Energy,Freemium,Medium,236516,4,35,An AI-powered Freemium service serving medium market needs.,95.0,1,1.27,1.27,1.27,1.27,1.27,5.63,95.0,Very Strong Potential
XiWorks90,Technology,Direct Sales,Small,429174,26,4,An innovative Direct Sales platform targeting small enterprises.,94.27,1,0.62,0.62,0.62,0.62,0.62,6.04,94.27,Very Strong Potential
BetaWave81,Technology,B2C,Medium,30134,90,6,A cloud-based B2C platform targeting medium enterprises.,94.11,1,0.7,0.7,0.7,0.7,0.7,6.24,94.11,Very Strong Potential
MuGroup40,E-commerce,B2C,Medium,348650,10,15,A cutting-edge B2C solution serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.57,95.0,Very Strong Potential
NuWave77,Manufacturing,B2B,Medium,166323,2,4,A cutting-edge B2B infrastructure targeting medium enterprises.,94.5,1,0.0,0.0,0.0,0.0,0.0,4.78,94.5,Very Strong Potential
SparkLabs53,Energy,B2B,Small,18342,31,18,An innovative B2B toolkit targeting small enterprises.,93.37,1,0.0,0.0,0.0,0.0,0.0,6.46,93.37,Very Strong Potential
EtaWorks64,Agriculture,Marketplace,Small,752458,345,5,An AI-powered Marketplace infrastructure targeting small enterprises.,94.21,1,0.0,0.0,0.0,0.0,0.0,5.22,94.21,Very Strong Potential
PulseCore81,Healthcare,Direct Sales,Small,110721,23,13,A cloud-based Direct Sales service targeting small enterprises.,94.65,1,1.88,1.88,1.88,1.88,1.88,6.29,94.65,Very Strong Potential
IlluminateFlow44,Healthcare,Freemium,Medium,11028,9,16,A cutting-edge Freemium solution targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.46,95.0,Very Strong Potential
PsiSync25,Technology,Franchise,Small,2399297,5,9,A cloud-based Franchise ecosystem serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.12,95.0,Very Strong Potential
AstraFlow29,Healthcare,Subscription,Medium,50102,57,6,A cloud-based Subscription toolkit targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.08,95.0,Very Strong Potential
RhoData77,Technology,B2B,Medium,961308,49,7,A blockchain-enabled B2B solution targeting medium enterprises.,92.64,1,0.0,0.0,0.0,0.0,0.0,6.92,92.64,Very Strong Potential
GammaSystems62,Entertainment,Freemium,Medium,979334,18,5,A blockchain-enabled Freemium service targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.88,95.0,Very Strong Potential
VistaTech94,Energy,Advertising,Large,60800,43,9,An AI-powered Advertising infrastructure serving large market needs.,94.25,1,0.0,0.0,0.0,0.0,0.0,5.45,94.25,Very Strong Potential
ZenWave43,Technology,Freemium,Large,12104,4,3,A next-generation Freemium service serving large market needs.,93.14,1,0.0,0.0,0.0,0.0,0.0,6.47,93.14,Very Strong Potential
EmeraldVentures93,Real Estate,Marketplace,Medium,22644050,3,13,A cutting-edge Marketplace solution serving medium market needs.,94.52,1,1.54,1.54,1.54,1.54,1.54,6.25,94.52,Very Strong Potential
SonicLabs42,E-commerce,B2B,Medium,387539,45,2,An AI-powered B2B ecosystem serving medium market needs.,93.17,1,0.97,0.97,0.97,0.97,0.97,7.31,93.17,Very Strong Potential
VistaTech32,Healthcare,Franchise,Small,310349,4,7,A data-driven Franchise platform serving small market needs.,94.03,1,0.0,0.0,0.0,0.0,0.0,5.65,94.03,Very Strong Potential
DeltaCloud94,Technology,B2B,Large,27186288,26,11,An innovative B2B toolkit serving large market needs.,95.0,1,0.73,0.73,0.73,0.73,0.73,5.36,95.0,Very Strong Potential
XiCore30,Technology,Freemium,Small,10173,5,15,A mobile-first Freemium solution serving small market needs.,94.19,1,0.29,0.29,0.29,0.29,0.29,5.95,94.19,Very Strong Potential
SonicSolutions53,Healthcare,Franchise,Medium,132028,84,20,A mobile-first Franchise ecosystem targeting medium enterprises.,95.0,1,0.15,0.15,0.15,0.15,0.15,5.08,95.0,Very Strong Potential
IotaTech56,Energy,Franchise,Small,767228,2,9,An innovative Franchise platform serving small market needs.,93.97,1,0.95,0.95,0.95,0.95,0.95,6.51,93.97,Very Strong Potential
IlluminateCore42,Technology,Advertising,Large,2076921,68,9,A cutting-edge Advertising service serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.11,95.0,Very Strong Potential
IotaCeleste48,Healthcare,B2B,Large,449041,9,3,A cutting-edge B2B ecosystem serving large market needs.,95.0,1,0.06,0.06,0.06,0.06,0.06,5.03,95.0,Very Strong Potential
GammaSystems23,Healthcare,Advertising,Small,93035,8,6,An AI-powered Advertising platform targeting small enterprises.,94.43,1,0.0,0.0,0.0,0.0,0.0,4.83,94.43,Very Strong Potential
EmeraldKinetic89,Technology,C2C,Medium,17123,16,4,A cutting-edge C2C ecosystem serving medium market needs.,92.88,1,1.1,1.1,1.1,1.1,1.1,7.67,92.88,Very Strong Potential
ZetaData28,Education,Direct Sales,Medium,12974,80,4,A cloud-based Direct Sales infrastructure targeting medium enterprises.,92.81,1,1.46,1.46,1.46,1.46,1.46,7.92,92.81,Very Strong Potential
OmicronCloud76,Education,Freemium,Medium,56768,16,10,A cloud-based Freemium toolkit serving medium market needs.,94.17,1,1.55,1.55,1.55,1.55,1.55,6.61,94.17,Very Strong Potential
ZenFlow45,Manufacturing,C2C,Small,358897,33,0,An innovative C2C platform targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.76,95.0,Very Strong Potential
LuminaWorks96,Technology,Freemium,Medium,205721,106,10,A next-generation Freemium ecosystem targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.11,95.0,Very Strong Potential
SigmaCloud16,Manufacturing,Freemium,Medium,276167,16,5,A next-generation Freemium platform serving medium market needs.,93.19,1,1.75,1.75,1.75,1.75,1.75,7.69,93.19,Very Strong Potential
GammaWorks87,Technology,B2C,Large,67388,50,8,A mobile-first B2C infrastructure serving large market needs.,93.12,1,0.51,0.51,0.51,0.51,0.51,7.13,93.12,Very Strong Potential
NovaKinetic16,Technology,Franchise,Small,580309,6,28,An AI-powered Franchise solution targeting small enterprises.,95.0,1,1.13,1.13,1.13,1.13,1.13,5.56,95.0,Very Strong Potential
OmicronCloud11,Education,Marketplace,Medium,16400,10,2,An AI-powered Marketplace platform targeting medium enterprises.,93.41,1,1.36,1.36,1.36,1.36,1.36,7.27,93.41,Very Strong Potential
XenonAI86,Technology,SaaS,Medium,845531,265,28,A blockchain-enabled SaaS platform serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.06,95.0,Very Strong Potential
PhiCapital64,Healthcare,Freemium,Medium,130201,43,12,A cloud-based Freemium infrastructure targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.21,95.0,Very Strong Potential
ThetaTech77,Transportation,Direct Sales,Small,394843,34,1,An AI-powered Direct Sales ecosystem targeting small enterprises.,92.59,1,0.0,0.0,0.0,0.0,0.0,7.38,92.59,Very Strong Potential
PhiCapital97,Transportation,Direct Sales,Medium,433908,14,9,A next-generation Direct Sales platform targeting medium enterprises.,92.81,1,0.0,0.0,0.0,0.0,0.0,6.55,92.81,Very Strong Potential
NexusCore87,E-commerce,SaaS,Small,171704,299,14,A blockchain-enabled SaaS infrastructure targeting small enterprises.,92.66,1,0.0,0.0,0.0,0.0,0.0,6.51,92.66,Very Strong Potential
BetaSync21,Finance,Advertising,Medium,35670,4,0,A mobile-first Advertising ecosystem serving medium market needs.,94.99,1,0.0,0.0,0.0,0.0,0.0,4.7,94.99,Very Strong Potential
DeltaSync68,Healthcare,Subscription,Small,1284774,3,6,A next-generation Subscription solution serving small market needs.,94.2,1,1.0,1.0,1.0,1.0,1.0,6.3,94.2,Very Strong Potential
LuminaGroup65,Manufacturing,Advertising,Small,269467,9,9,An AI-powered Advertising platform targeting small enterprises.,95.0,1,0.77,0.77,0.77,0.77,0.77,5.38,95.0,Very Strong Potential
ZetaAI96,Real Estate,Direct Sales,Medium,29148,349,2,An innovative Direct Sales solution targeting medium enterprises.,95.0,1,1.5,1.5,1.5,1.5,1.5,5.75,95.0,Very Strong Potential
XenonPartners66,Healthcare,B2C,Medium,776813,5,5,An AI-powered B2C platform targeting medium enterprises.,95.0,1,1.78,1.78,1.78,1.78,1.78,5.89,95.0,Very Strong Potential
KappaWorks24,Finance,Marketplace,Large,236565,20,23,A cloud-based Marketplace ecosystem serving large market needs.,93.62,1,0.0,0.0,0.0,0.0,0.0,5.88,93.62,Very Strong Potential
ZetaNebula92,Healthcare,Advertising,Small,100078,3,9,An AI-powered Advertising ecosystem serving small market needs.,95.0,1,1.23,1.23,1.23,1.23,1.23,5.61,95.0,Very Strong Potential
SigmaFlow49,Finance,SaaS,Medium,548846,14,2,A cloud-based SaaS solution serving medium market needs.,92.97,1,0.0,0.0,0.0,0.0,0.0,6.99,92.97,Very Strong Potential
NovaWave85,Technology,B2B,Small,34511,15,1,A next-generation B2B ecosystem targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.45,95.0,Very Strong Potential
NexusSync82,E-commerce,Marketplace,Medium,449225,57,23,An innovative Marketplace solution targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.33,95.0,Very Strong Potential
ApexKinetic21,Food & Beverage,Direct Sales,Large,232872,5,17,A cutting-edge Direct Sales ecosystem targeting large enterprises.,94.41,1,0.22,0.22,0.22,0.22,0.22,5.7,94.41,Very Strong Potential
KappaCloud37,Finance,C2C,Medium,307019,38,3,An innovative C2C ecosystem targeting medium enterprises.,94.43,1,0.0,0.0,0.0,0.0,0.0,4.67,94.43,Very Strong Potential
IotaAI76,Healthcare,Direct Sales,Medium,32231,3,0,A cutting-edge Direct Sales toolkit targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.01,95.0,Very Strong Potential
VibeDynamics94,Retail,B2G,Small,14783,11,7,A data-driven B2G solution serving small market needs.,93.11,1,0.76,0.76,0.76,0.76,0.76,7.27,93.11,Very Strong Potential
MuSolutions59,Manufacturing,Marketplace,Small,60196,31,7,A data-driven Marketplace service targeting small enterprises.,94.34,1,1.07,1.07,1.07,1.07,1.07,6.2,94.34,Very Strong Potential
ThetaPartners73,E-commerce,C2C,Medium,709927,1,4,A cutting-edge C2C platform serving medium market needs.,95.0,1,0.18,0.18,0.18,0.18,0.18,5.09,95.0,Very Strong Potential
SigmaCapital84,Education,B2G,Large,627400,5,13,An innovative B2G ecosystem targeting large enterprises.,93.83,1,0.0,0.0,0.0,0.0,0.0,6.09,93.83,Very Strong Potential
BetaInnovations75,Energy,Subscription,Small,11154,18,0,An AI-powered Subscription service targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.13,95.0,Very Strong Potential
ZenNebula20,Technology,Franchise,Large,10033,8,12,A next-generation Franchise service serving large market needs.,95.0,1,0.87,0.87,0.87,0.87,0.87,5.44,95.0,Very Strong Potential
VistaCeleste87,Technology,Marketplace,Small,247994,64,8,A mobile-first Marketplace ecosystem serving small market needs.,93.66,1,0.0,0.0,0.0,0.0,0.0,5.44,93.66,Very Strong Potential
MuZephyr49,Healthcare,Advertising,Medium,193880,45,4,An AI-powered Advertising ecosystem targeting medium enterprises.,92.78,1,0.0,0.0,0.0,0.0,0.0,6.42,92.78,Very Strong Potential
QuartzVentures46,Healthcare,C2C,Medium,58851,95,27,An innovative C2C solution targeting medium enterprises.,95.0,1,1.28,1.28,1.28,1.28,1.28,5.64,95.0,Very Strong Potential
SigmaInnovations68,Technology,B2G,Medium,81460,12,12,A blockchain-enabled B2G service serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.43,95.0,Very Strong Potential
RhoAI19,Manufacturing,SaaS,Medium,191252,19,25,A cutting-edge SaaS solution targeting medium enterprises.,93.81,1,0.0,0.0,0.0,0.0,0.0,5.33,93.81,Very Strong Potential
ZetaGroup74,Technology,SaaS,Small,97045,38,6,An AI-powered SaaS solution serving small market needs.,95.0,1,0.52,0.52,0.52,0.52,0.52,5.26,95.0,Very Strong Potential
GravitasTech49,Healthcare,Franchise,Medium,69549,3,20,A cloud-based Franchise ecosystem serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.8,95.0,Very Strong Potential
XiAI35,Healthcare,Freemium,Medium,917730,12,11,An innovative Freemium platform serving medium market needs.,92.76,1,0.76,0.76,0.76,0.76,0.76,7.62,92.76,Very Strong Potential
OmegaTech35,Finance,Franchise,Small,250678,9,2,A blockchain-enabled Franchise platform targeting small enterprises.,95.0,1,0.75,0.75,0.75,0.75,0.75,5.38,95.0,Very Strong Potential
QuantumCore57,Technology,B2B,Small,271499,13,9,An AI-powered B2B infrastructure serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.24,95.0,Very Strong Potential
VirtuCloud58,Technology,Marketplace,Large,477663,13,1,A mobile-first Marketplace infrastructure targeting large enterprises.,92.84,1,1.63,1.63,1.63,1.63,1.63,7.98,92.84,Very Strong Potential
DeltaDynamics77,Finance,Franchise,Medium,27018,16,28,A blockchain-enabled Franchise service serving medium market needs.,92.79,1,0.0,0.0,0.0,0.0,0.0,7.16,92.79,Very Strong Potential
XiWorks39,Transportation,Advertising,Medium,135165,39,6,An AI-powered Advertising toolkit serving medium market needs.,94.67,1,0.03,0.03,0.03,0.03,0.03,5.35,94.67,Very Strong Potential
LighthouseLabs55,Agriculture,Freemium,Small,64173,5,4,A next-generation Freemium ecosystem serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.84,95.0,Very Strong Potential
EtaAnalytics90,Technology,B2G,Medium,52308,45,1,A next-generation B2G service targeting medium enterprises.,95.0,1,0.39,0.39,0.39,0.39,0.39,5.2,95.0,Very Strong Potential
UpsilonGroup93,Technology,SaaS,Large,37234,17,30,An AI-powered SaaS toolkit serving large market needs.,94.97,1,0.24,0.24,0.24,0.24,0.24,5.15,94.97,Very Strong Potential
PulseAnalytics78,Education,C2C,Large,182550,13,6,A next-generation C2C toolkit serving large market needs.,93.71,1,0.0,0.0,0.0,0.0,0.0,6.09,93.71,Very Strong Potential
EmeraldInnovations86,Retail,B2B,Large,78154,4,1,A data-driven B2B ecosystem targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.33,95.0,Very Strong Potential
NovaCloud72,Technology,B2C,Medium,407147,416,6,An innovative B2C solution targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.18,95.0,Very Strong Potential
VibePartners98,Healthcare,Subscription,Small,6490693,5,12,A data-driven Subscription toolkit serving small market needs.,95.0,1,0.97,0.97,0.97,0.97,0.97,5.48,95.0,Very Strong Potential
ZenSolutions32,Agriculture,B2G,Medium,90045,27,31,A data-driven B2G platform serving medium market needs.,95.0,1,0.98,0.98,0.98,0.98,0.98,5.49,95.0,Very Strong Potential
QuartzWorks53,Technology,B2C,Small,25609,30,6,An innovative B2C service serving small market needs.,93.96,1,1.81,1.81,1.81,1.81,1.81,6.94,93.96,Very Strong Potential
SonicTech53,E-commerce,Direct Sales,Medium,550294,188,7,A next-generation Direct Sales ecosystem serving medium market needs.,93.15,1,0.0,0.0,0.0,0.0,0.0,6.76,93.15,Very Strong Potential
UpsilonWorks13,Healthcare,Subscription,Medium,4882507,19,9,An innovative Subscription ecosystem targeting medium enterprises.,93.79,1,0.0,0.0,0.0,0.0,0.0,6.19,93.79,Very Strong Potential
NovaAnalytics45,Healthcare,B2B,Large,3196367,5,5,A data-driven B2B solution serving large market needs.,95.0,1,1.61,1.61,1.61,1.61,1.61,5.81,95.0,Very Strong Potential
UpsilonVentures13,Technology,Subscription,Large,497647,16,27,A mobile-first Subscription platform targeting large enterprises.,95.0,1,1.93,1.93,1.93,1.93,1.93,5.96,95.0,Very Strong Potential
PulsePartners48,Healthcare,Direct Sales,Small,3699070,38,10,A blockchain-enabled Direct Sales service serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.19,95.0,Very Strong Potential
AlphaKinetic58,E-commerce,Direct Sales,Small,521152,11,28,A mobile-first Direct Sales toolkit serving small market needs.,95.0,1,1.04,1.04,1.04,1.04,1.04,5.52,95.0,Very Strong Potential
PsiCapital91,Healthcare,SaaS,Small,210208,35,0,A mobile-first SaaS platform targeting small enterprises.,93.88,1,0.83,0.83,0.83,0.83,0.83,6.53,93.88,Very Strong Potential
PhiDynamics74,Healthcare,SaaS,Small,32979,98,7,An innovative SaaS infrastructure serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.03,95.0,Very Strong Potential
OmegaCloud33,Finance,C2C,Medium,314707,22,5,A cloud-based C2C service serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.97,95.0,Very Strong Potential
NovaTech64,Food & Beverage,B2B,Medium,355501,19,3,A cloud-based B2B infrastructure targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.63,95.0,Very Strong Potential
GravitasCeleste24,Healthcare,B2G,Medium,46055,16,5,A data-driven B2G infrastructure targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.72,95.0,Very Strong Potential
NovaCeleste88,Healthcare,SaaS,Medium,242291,22,6,A blockchain-enabled SaaS ecosystem targeting medium enterprises.,94.6,1,0.68,0.68,0.68,0.68,0.68,5.73,94.6,Very Strong Potential
QuantumDynamics53,Technology,Marketplace,Medium,620723,12,15,A next-generation Marketplace solution serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.25,95.0,Very Strong Potential
ApexTech70,Retail,Freemium,Small,3188168,4,22,A cutting-edge Freemium infrastructure serving small market needs.,93.08,1,0.0,0.0,0.0,0.0,0.0,6.7,93.08,Very Strong Potential
OmegaAI94,Manufacturing,Marketplace,Medium,229358,6,7,A mobile-first Marketplace service targeting medium enterprises.,93.11,1,0.0,0.0,0.0,0.0,0.0,6.19,93.11,Very Strong Potential
PioneerData28,Healthcare,B2G,Medium,790529,4,22,A next-generation B2G service targeting medium enterprises.,93.79,1,0.0,0.0,0.0,0.0,0.0,6.04,93.79,Very Strong Potential
ZetaVentures75,E-commerce,Freemium,Medium,188649,86,5,A next-generation Freemium solution serving medium market needs.,94.85,1,0.0,0.0,0.0,0.0,0.0,4.18,94.85,Very Strong Potential
EmeraldTech94,Entertainment,B2G,Medium,590644,1,4,A data-driven B2G service targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.98,95.0,Very Strong Potential
PhiCeleste46,Healthcare,B2C,Medium,320309,15,9,A mobile-first B2C platform serving medium market needs.,95.0,1,1.17,1.17,1.17,1.17,1.17,5.59,95.0,Very Strong Potential
PsiLabs26,Technology,Franchise,Small,19624,10,12,A blockchain-enabled Franchise service serving small market needs.,95.0,1,1.51,1.51,1.51,1.51,1.51,5.76,95.0,Very Strong Potential
IlluminateLabs73,Technology,Freemium,Medium,27335,96,0,An AI-powered Freemium ecosystem serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.5,95.0,Very Strong Potential
VirtuGroup18,Healthcare,SaaS,Medium,477865,14,11,An AI-powered SaaS ecosystem targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.66,95.0,Very Strong Potential
IotaLabs13,E-commerce,B2G,Medium,450008,5,3,A data-driven B2G ecosystem targeting medium enterprises.,92.81,1,0.0,0.0,0.0,0.0,0.0,6.65,92.81,Very Strong Potential
XenonSolutions63,Manufacturing,C2C,Large,844265,31,13,An innovative C2C ecosystem serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.37,95.0,Very Strong Potential
SonicVentures40,Technology,Freemium,Small,870437,3,7,A blockchain-enabled Freemium platform targeting small enterprises.,95.0,1,1.25,1.25,1.25,1.25,1.25,5.63,95.0,Very Strong Potential
